target,source,total_gdppct,net_gdppct,total_mdollars,net_mdollars
Syrian Arab Republic,St. Kitts and Nevis,0.0000,0.0000,0.00,0.00
Syrian Arab Republic,Bolivia,0.0000,0.0000,0.00,0.00
Syrian Arab Republic,Luxembourg,0.0000,0.0000,0.00,0.00
Syrian Arab Republic,Bermuda,0.0000,0.0000,0.00,0.00
Syrian Arab Republic,Seychelles,0.0000,0.0000,0.00,0.00
Syrian Arab Republic,Afghanistan,0.0000,0.0000,0.00,-0.10
Bulgaria,WORLD,0.0382,0.0357,2223.54,2077.95
Bulgaria,Turkey,0.0186,0.0186,1085.02,1083.72
Bulgaria,Spain,0.0044,0.0041,255.07,241.04
Bulgaria,Germany,0.0025,0.0023,144.05,135.18
Bulgaria,United States,0.0021,0.0021,122.55,119.95
Bulgaria,United Kingdom,0.0016,0.0016,94.75,92.06
Bulgaria,Italy,0.0016,0.0015,92.74,89.20
Bulgaria,Greece,0.0015,0.0015,86.38,84.81
Bulgaria,Belgium,0.0007,0.0005,39.23,30.90
Bulgaria,Canada,0.0005,0.0005,30.65,30.40
Bulgaria,Netherlands,0.0005,0.0005,29.97,29.52
Bulgaria,Austria,0.0005,0.0005,28.21,27.03
Bulgaria,Romania,0.0005,0.0003,27.71,19.08
Bulgaria,Israel,0.0005,0.0004,27.09,26.15
Bulgaria,France,0.0005,0.0003,26.51,18.94
Bulgaria,Czech Republic,0.0002,0.0001,14.50,7.93
Bulgaria,Sweden,0.0002,0.0002,12.98,11.96
Bulgaria,Cyprus,0.0002,0.0002,11.37,10.81
Bulgaria,Switzerland,0.0002,0.0002,10.07,9.41
Bulgaria,Denmark,0.0002,0.0002,9.08,8.75
Bulgaria,Russian Federation,0.0001,-0.0001,8.56,-5.67
Bulgaria,Norway,0.0001,0.0001,8.51,8.21
Bulgaria,Portugal,0.0001,0.0001,8.35,8.11
Bulgaria,Australia,0.0001,0.0001,6.08,5.49
Bulgaria,South Africa,0.0001,0.0001,5.71,5.57
Bulgaria,Kazakhstan,0.0001,0.0001,5.09,4.99
Bulgaria,Hungary,0.0001,0.0000,3.49,0.75
Bulgaria,Ireland,0.0001,0.0001,3.37,3.36
Bulgaria,Ukraine,0.0001,-0.0001,3.05,-5.25
Bulgaria,Serbia,0.0001,-0.0001,2.96,-3.14
Bulgaria,Poland,0.0000,0.0000,2.86,0.78
Bulgaria,Slovenia,0.0000,0.0000,2.69,2.60
Bulgaria,Finland,0.0000,0.0000,2.43,2.28
Bulgaria,Slovak Republic,0.0000,0.0000,2.03,0.98
Bulgaria,"Macedonia, FYR",0.0000,0.0000,1.54,0.38
Bulgaria,Luxembourg,0.0000,0.0000,1.40,1.17
Bulgaria,Uzbekistan,0.0000,0.0000,0.92,0.92
Bulgaria,Malta,0.0000,0.0000,0.81,0.74
Bulgaria,Dominican Republic,0.0000,0.0000,0.73,0.64
Bulgaria,Argentina,0.0000,0.0000,0.50,0.42
Bulgaria,Ecuador,0.0000,0.0000,0.42,0.39
Bulgaria,Mexico,0.0000,0.0000,0.42,0.36
Bulgaria,China,0.0000,-0.0001,0.36,-4.94
Bulgaria,Brazil,0.0000,0.0000,0.36,0.22
Bulgaria,Vietnam,0.0000,0.0000,0.27,-2.55
Bulgaria,Iceland,0.0000,0.0000,0.25,-0.50
Bulgaria,Cuba,0.0000,0.0000,0.21,0.21
Bulgaria,Azerbaijan,0.0000,0.0000,0.20,-1.62
Bulgaria,Moldova,0.0000,-0.0001,0.18,-3.42
Bulgaria,Chile,0.0000,0.0000,0.17,0.17
Bulgaria,"Venezuela, RB",0.0000,0.0000,0.17,0.16
Bulgaria,Lithuania,0.0000,0.0000,0.16,-0.08
Bulgaria,Latvia,0.0000,0.0000,0.16,-0.24
Bulgaria,Colombia,0.0000,0.0000,0.12,0.07
Bulgaria,Peru,0.0000,0.0000,0.12,0.08
Bulgaria,Estonia,0.0000,0.0000,0.11,-0.07
Bulgaria,Nicaragua,0.0000,0.0000,0.09,0.03
Bulgaria,Panama,0.0000,0.0000,0.09,0.07
Bulgaria,"Egypt, Arab Rep.",0.0000,0.0000,0.08,-0.62
Bulgaria,Costa Rica,0.0000,0.0000,0.08,0.06
Bulgaria,Bosnia and Herzegovina,0.0000,0.0000,0.08,-0.04
Bulgaria,Kenya,0.0000,0.0000,0.08,0.03
Bulgaria,Jordan,0.0000,0.0000,0.07,-0.74
Bulgaria,Faeroe Islands,0.0000,0.0000,0.05,0.05
Bulgaria,Uruguay,0.0000,0.0000,0.04,0.04
Bulgaria,Philippines,0.0000,0.0000,0.03,-0.14
Bulgaria,Bolivia,0.0000,0.0000,0.03,-0.01
Bulgaria,Monaco,0.0000,0.0000,0.02,0.02
Bulgaria,Mongolia,0.0000,0.0000,0.02,-0.19
Bulgaria,"Bahamas, The",0.0000,0.0000,0.02,0.02
Bulgaria,Bermuda,0.0000,0.0000,0.02,-0.10
Bulgaria,Liechtenstein,0.0000,0.0000,0.01,0.01
Bulgaria,San Marino,0.0000,0.0000,0.01,0.01
Bulgaria,Seychelles,0.0000,0.0000,0.00,0.00
Bulgaria,El Salvador,0.0000,0.0000,0.00,-0.01
Bulgaria,Aruba,0.0000,0.0000,0.00,0.00
Bulgaria,Afghanistan,0.0000,0.0000,0.00,-0.02
Ghana,WORLD,0.0371,0.0154,2190.30,907.88
Ghana,United States,0.0103,0.0103,609.88,607.89
Ghana,Nigeria,0.0070,-0.0078,412.05,-462.04
Ghana,United Kingdom,0.0051,0.0050,298.44,296.67
Ghana,Italy,0.0026,0.0026,151.28,150.45
Ghana,Germany,0.0020,0.0020,120.27,120.27
Ghana,Togo,0.0014,-0.0006,83.12,-33.15
Ghana,Canada,0.0014,0.0014,81.75,81.44
Ghana,Burkina Faso,0.0012,-0.0020,73.17,-119.45
Ghana,Netherlands,0.0009,0.0009,54.88,54.48
Ghana,Spain,0.0009,0.0009,52.84,52.84
Ghana,France,0.0004,0.0004,24.50,21.25
Ghana,Belgium,0.0004,0.0004,22.82,22.82
Ghana,Benin,0.0004,0.0002,21.45,10.70
Ghana,South Africa,0.0003,0.0003,20.16,20.16
Ghana,Gabon,0.0003,0.0003,17.16,17.16
Ghana,Australia,0.0003,0.0003,17.16,17.01
Ghana,Liberia,0.0003,-0.0001,16.29,-6.85
Ghana,Switzerland,0.0002,0.0002,11.54,10.67
Ghana,Cameroon,0.0002,0.0002,10.93,10.86
Ghana,Sweden,0.0002,0.0002,9.35,9.35
Ghana,Austria,0.0002,0.0002,9.32,9.32
Ghana,Japan,0.0001,0.0001,7.94,7.64
Ghana,Norway,0.0001,0.0001,7.61,7.61
Ghana,Denmark,0.0001,0.0001,7.18,7.18
Ghana,Mali,0.0001,-0.0001,6.03,-7.28
Ghana,Ireland,0.0001,0.0001,5.24,5.24
Ghana,Malaysia,0.0001,0.0001,4.23,4.23
Ghana,Finland,0.0001,0.0001,4.19,4.19
Ghana,Niger,0.0001,-0.0001,3.82,-3.69
Ghana,Greece,0.0001,0.0001,3.35,3.35
Ghana,China,0.0001,0.0000,3.24,1.74
Ghana,Senegal,0.0001,0.0000,3.02,2.69
Ghana,Sierra Leone,0.0001,0.0000,2.95,2.72
Ghana,Guinea,0.0000,0.0000,1.87,1.85
Ghana,Libya,0.0000,0.0000,1.69,1.69
Ghana,Mauritania,0.0000,0.0000,0.99,0.99
Ghana,Czech Republic,0.0000,0.0000,0.94,0.94
Ghana,Russian Federation,0.0000,0.0000,0.93,0.86
Ghana,Kenya,0.0000,0.0000,0.75,0.70
Ghana,"Egypt, Arab Rep.",0.0000,0.0000,0.66,0.45
Ghana,Turkey,0.0000,0.0000,0.66,0.66
Ghana,Portugal,0.0000,0.0000,0.65,0.65
Ghana,Hungary,0.0000,0.0000,0.42,0.42
Ghana,Algeria,0.0000,0.0000,0.38,0.36
Ghana,Cyprus,0.0000,0.0000,0.33,0.33
Ghana,Argentina,0.0000,0.0000,0.29,0.29
Ghana,Zambia,0.0000,0.0000,0.21,0.21
Ghana,Iceland,0.0000,0.0000,0.20,0.20
Ghana,Brazil,0.0000,0.0000,0.17,0.15
Ghana,Slovenia,0.0000,0.0000,0.17,0.17
Ghana,Ecuador,0.0000,0.0000,0.15,0.15
Ghana,"Bahamas, The",0.0000,0.0000,0.14,0.14
Ghana,Bermuda,0.0000,0.0000,0.12,0.12
Ghana,Poland,0.0000,0.0000,0.12,0.00
Ghana,Ukraine,0.0000,0.0000,0.12,0.12
Ghana,Faeroe Islands,0.0000,0.0000,0.12,0.12
Ghana,Cabo Verde,0.0000,0.0000,0.10,0.10
Ghana,Antigua and Barbuda,0.0000,0.0000,0.09,0.09
Ghana,Philippines,0.0000,0.0000,0.09,-0.09
Ghana,"Venezuela, RB",0.0000,0.0000,0.08,0.08
Ghana,Seychelles,0.0000,0.0000,0.06,0.06
Ghana,Malta,0.0000,0.0000,0.06,0.06
Ghana,Jordan,0.0000,0.0000,0.06,0.06
Ghana,St. Lucia,0.0000,0.0000,0.06,0.06
Ghana,Panama,0.0000,0.0000,0.05,0.05
Ghana,Luxembourg,0.0000,0.0000,0.05,0.05
Ghana,Lesotho,0.0000,0.0000,0.04,0.04
Ghana,Slovak Republic,0.0000,0.0000,0.04,0.04
Ghana,Bulgaria,0.0000,0.0000,0.03,0.03
Ghana,Costa Rica,0.0000,0.0000,0.03,0.03
Ghana,Chile,0.0000,0.0000,0.03,0.03
Ghana,Mexico,0.0000,0.0000,0.03,0.03
Ghana,Colombia,0.0000,0.0000,0.02,0.02
Ghana,Bolivia,0.0000,0.0000,0.02,0.02
Ghana,Peru,0.0000,0.0000,0.02,0.02
Ghana,St. Kitts and Nevis,0.0000,0.0000,0.02,0.02
Ghana,Dominica,0.0000,0.0000,0.02,0.02
Ghana,Estonia,0.0000,0.0000,0.02,0.02
Ghana,Romania,0.0000,0.0000,0.01,0.01
Ghana,Vanuatu,0.0000,0.0000,0.01,0.01
Ghana,Aruba,0.0000,0.0000,0.01,0.01
Ghana,Cuba,0.0000,0.0000,0.01,0.01
Ghana,El Salvador,0.0000,0.0000,0.01,0.01
Ghana,Uruguay,0.0000,0.0000,0.01,0.01
Burkina Faso,WORLD,0.0361,0.0027,444.31,32.73
Burkina Faso,Ghana,0.0156,0.0097,192.62,119.45
Burkina Faso,Italy,0.0038,0.0038,46.75,46.75
Burkina Faso,Mali,0.0034,-0.0020,41.67,-25.09
Burkina Faso,France,0.0032,0.0032,40.05,40.05
Burkina Faso,Niger,0.0028,0.0021,34.23,25.70
Burkina Faso,Gabon,0.0017,0.0017,20.67,20.67
Burkina Faso,Nigeria,0.0014,-0.0031,17.62,-38.78
Burkina Faso,Benin,0.0014,0.0012,17.30,15.21
Burkina Faso,Germany,0.0007,0.0007,9.23,9.23
Burkina Faso,Spain,0.0004,0.0004,5.04,5.04
Burkina Faso,Switzerland,0.0003,0.0003,3.65,3.65
Burkina Faso,Canada,0.0003,0.0003,3.53,3.53
Burkina Faso,United States,0.0002,0.0002,2.80,2.80
Burkina Faso,Netherlands,0.0002,0.0002,1.87,1.87
Burkina Faso,Kenya,0.0001,0.0001,1.71,1.71
Burkina Faso,Russian Federation,0.0001,0.0001,1.50,1.50
Burkina Faso,Austria,0.0000,0.0000,0.60,0.60
Burkina Faso,Guinea,0.0000,0.0000,0.52,0.52
Burkina Faso,Denmark,0.0000,0.0000,0.50,0.50
Burkina Faso,Sweden,0.0000,0.0000,0.43,0.43
Burkina Faso,Liberia,0.0000,0.0000,0.40,0.40
Burkina Faso,Central African Republic,0.0000,0.0000,0.28,0.28
Burkina Faso,Australia,0.0000,0.0000,0.26,0.26
Burkina Faso,Norway,0.0000,0.0000,0.17,0.17
Burkina Faso,"Egypt, Arab Rep.",0.0000,0.0000,0.15,0.15
Burkina Faso,Czech Republic,0.0000,0.0000,0.13,0.13
Burkina Faso,Ireland,0.0000,0.0000,0.09,0.09
Burkina Faso,Portugal,0.0000,0.0000,0.07,0.07
Burkina Faso,Brazil,0.0000,0.0000,0.07,0.07
Burkina Faso,Argentina,0.0000,0.0000,0.05,0.05
Burkina Faso,Sierra Leone,0.0000,0.0000,0.05,0.05
Burkina Faso,Finland,0.0000,0.0000,0.05,0.05
Burkina Faso,Bulgaria,0.0000,0.0000,0.04,0.04
Burkina Faso,Slovenia,0.0000,0.0000,0.03,0.03
Burkina Faso,Peru,0.0000,0.0000,0.03,0.03
Burkina Faso,Mexico,0.0000,0.0000,0.02,0.02
Burkina Faso,Luxembourg,0.0000,0.0000,0.02,0.02
Burkina Faso,Ecuador,0.0000,0.0000,0.02,0.02
Burkina Faso,Greece,0.0000,0.0000,0.02,0.02
Burkina Faso,Slovak Republic,0.0000,0.0000,0.01,0.01
Burkina Faso,Bermuda,0.0000,0.0000,0.01,0.01
Burkina Faso,Colombia,0.0000,0.0000,0.01,0.01
Burkina Faso,Iceland,0.0000,0.0000,0.01,0.01
Burkina Faso,Jordan,0.0000,0.0000,0.01,0.01
Burkina Faso,Malta,0.0000,0.0000,0.00,0.00
Burkina Faso,Poland,0.0000,0.0000,0.00,0.00
Burkina Faso,Chile,0.0000,0.0000,0.00,0.00
Burkina Faso,Panama,0.0000,0.0000,0.00,0.00
Latvia,WORLD,0.0358,0.0248,1090.01,754.81
Latvia,Russian Federation,0.0087,0.0046,265.36,140.04
Latvia,United Kingdom,0.0075,0.0075,228.39,227.51
Latvia,United States,0.0026,0.0026,80.45,79.19
Latvia,Ireland,0.0022,0.0022,66.10,65.67
Latvia,Germany,0.0021,0.0017,62.51,51.86
Latvia,Ukraine,0.0020,0.0001,61.42,3.36
Latvia,Lithuania,0.0010,-0.0004,31.49,-13.39
Latvia,Belarus,0.0010,-0.0004,30.62,-13.46
Latvia,Norway,0.0010,0.0010,30.24,29.84
Latvia,Canada,0.0009,0.0009,26.36,26.23
Latvia,Sweden,0.0007,0.0006,20.06,17.82
Latvia,Australia,0.0007,0.0006,19.88,19.42
Latvia,Uzbekistan,0.0006,0.0006,19.63,19.63
Latvia,Moldova,0.0005,0.0004,14.70,10.73
Latvia,Denmark,0.0005,0.0004,14.25,13.20
Latvia,Israel,0.0004,0.0004,12.78,12.51
Latvia,Estonia,0.0004,0.0001,12.01,2.30
Latvia,Spain,0.0004,0.0004,11.99,11.06
Latvia,Italy,0.0003,0.0003,9.35,8.74
Latvia,Netherlands,0.0003,0.0003,8.42,8.29
Latvia,France,0.0003,0.0002,8.37,5.82
Latvia,Kazakhstan,0.0003,0.0002,8.10,7.44
Latvia,Switzerland,0.0002,0.0002,5.58,5.37
Latvia,Poland,0.0002,0.0001,5.12,3.40
Latvia,Belgium,0.0002,0.0001,4.68,2.85
Latvia,Finland,0.0002,0.0001,4.61,4.16
Latvia,Azerbaijan,0.0001,0.0001,4.34,2.34
Latvia,Kyrgyz Republic,0.0001,0.0000,3.07,-0.35
Latvia,Turkmenistan,0.0001,0.0001,3.03,3.03
Latvia,Georgia,0.0001,0.0000,2.59,-1.42
Latvia,Austria,0.0001,0.0001,2.59,2.04
Latvia,Iceland,0.0001,0.0001,2.32,2.18
Latvia,Luxembourg,0.0001,0.0000,1.53,1.37
Latvia,Czech Republic,0.0000,0.0000,1.31,0.24
Latvia,South Africa,0.0000,0.0000,1.20,1.20
Latvia,Portugal,0.0000,0.0000,0.67,0.59
Latvia,Cyprus,0.0000,0.0000,0.61,0.57
Latvia,Greece,0.0000,0.0000,0.51,0.50
Latvia,Hungary,0.0000,0.0000,0.47,-1.39
Latvia,Brazil,0.0000,0.0000,0.44,0.40
Latvia,Bulgaria,0.0000,0.0000,0.40,0.24
Latvia,Argentina,0.0000,0.0000,0.37,0.35
Latvia,"Venezuela, RB",0.0000,0.0000,0.35,0.34
Latvia,China,0.0000,0.0000,0.31,-1.13
Latvia,Turkey,0.0000,0.0000,0.23,0.20
Latvia,Slovak Republic,0.0000,0.0000,0.17,0.07
Latvia,Slovenia,0.0000,0.0000,0.15,0.14
Latvia,Chile,0.0000,0.0000,0.13,0.13
Latvia,Kenya,0.0000,0.0000,0.12,0.12
Latvia,Mexico,0.0000,0.0000,0.12,0.08
Latvia,Malta,0.0000,0.0000,0.10,0.08
Latvia,Ecuador,0.0000,0.0000,0.07,0.07
Latvia,Dominican Republic,0.0000,0.0000,0.06,0.06
Latvia,Colombia,0.0000,0.0000,0.06,0.06
Latvia,Costa Rica,0.0000,0.0000,0.05,0.05
Latvia,Panama,0.0000,0.0000,0.04,0.04
Latvia,Peru,0.0000,0.0000,0.03,0.03
Latvia,Cuba,0.0000,0.0000,0.03,0.03
Latvia,Uruguay,0.0000,0.0000,0.02,0.02
Latvia,Romania,0.0000,0.0000,0.02,-0.08
Latvia,Bermuda,0.0000,0.0000,0.01,0.01
Latvia,San Marino,0.0000,0.0000,0.00,0.00
Latvia,Aruba,0.0000,0.0000,0.00,0.00
Latvia,Jordan,0.0000,0.0000,0.00,0.00
Latvia,El Salvador,0.0000,0.0000,0.00,0.00
Latvia,"Egypt, Arab Rep.",0.0000,0.0000,0.00,-0.21
Latvia,Afghanistan,0.0000,0.0000,0.00,0.00
Bolivia,WORLD,0.0358,0.0293,1341.23,1098.47
Bolivia,Argentina,0.0185,0.0179,693.60,670.00
Bolivia,Spain,0.0080,0.0056,299.11,211.77
Bolivia,United States,0.0044,0.0041,163.17,154.92
Bolivia,Brazil,0.0014,0.0007,54.23,24.72
Bolivia,Chile,0.0012,0.0012,45.29,44.68
Bolivia,Italy,0.0006,0.0006,24.26,20.71
Bolivia,Peru,0.0002,-0.0002,8.95,-7.95
Bolivia,Canada,0.0002,0.0002,7.81,6.72
Bolivia,Sweden,0.0002,0.0002,7.52,6.01
Bolivia,Switzerland,0.0002,0.0001,6.31,4.60
Bolivia,France,0.0001,-0.0001,5.02,-4.13
Bolivia,Germany,0.0001,-0.0001,3.99,-1.98
Bolivia,Mexico,0.0001,-0.0004,3.24,-13.54
Bolivia,Ecuador,0.0001,0.0000,2.94,1.30
Bolivia,"Venezuela, RB",0.0001,0.0001,2.27,2.02
Bolivia,Paraguay,0.0000,0.0000,1.68,-0.82
Bolivia,Australia,0.0000,0.0000,1.66,1.33
Bolivia,Netherlands,0.0000,0.0000,1.46,1.12
Bolivia,Colombia,0.0000,-0.0001,1.09,-3.73
Bolivia,Norway,0.0000,0.0000,0.95,0.76
Bolivia,Austria,0.0000,0.0000,0.87,0.22
Bolivia,Denmark,0.0000,0.0000,0.79,0.52
Bolivia,Dominican Republic,0.0000,0.0000,0.69,0.34
Bolivia,Costa Rica,0.0000,0.0000,0.60,0.19
Bolivia,Panama,0.0000,0.0000,0.57,0.27
Bolivia,Uruguay,0.0000,0.0000,0.55,0.43
Bolivia,Portugal,0.0000,0.0000,0.34,0.04
Bolivia,Finland,0.0000,0.0000,0.26,0.20
Bolivia,China,0.0000,-0.0001,0.24,-5.06
Bolivia,Czech Republic,0.0000,0.0000,0.22,-0.04
Bolivia,Ireland,0.0000,0.0000,0.19,0.17
Bolivia,Guatemala,0.0000,0.0000,0.16,-0.50
Bolivia,Honduras,0.0000,0.0000,0.13,-0.69
Bolivia,Russian Federation,0.0000,0.0000,0.12,-0.09
Bolivia,South Africa,0.0000,0.0000,0.11,0.10
Bolivia,Puerto Rico,0.0000,0.0000,0.11,0.11
Bolivia,Hungary,0.0000,0.0000,0.10,-0.08
Bolivia,Cuba,0.0000,0.0000,0.09,0.09
Bolivia,Nicaragua,0.0000,0.0000,0.08,-0.08
Bolivia,Poland,0.0000,0.0000,0.08,-0.22
Bolivia,El Salvador,0.0000,0.0000,0.07,-0.19
Bolivia,Philippines,0.0000,0.0000,0.05,-0.11
Bolivia,Slovenia,0.0000,0.0000,0.03,0.02
Bolivia,Bulgaria,0.0000,0.0000,0.03,0.01
Bolivia,Iceland,0.0000,0.0000,0.03,0.03
Bolivia,Greece,0.0000,0.0000,0.03,0.02
Bolivia,Slovak Republic,0.0000,0.0000,0.03,-0.02
Bolivia,Cyprus,0.0000,0.0000,0.02,0.02
Bolivia,Kenya,0.0000,0.0000,0.02,-0.01
Bolivia,Turkey,0.0000,0.0000,0.02,0.01
Bolivia,Aruba,0.0000,0.0000,0.01,0.01
Bolivia,Ukraine,0.0000,0.0000,0.01,-0.10
Bolivia,Luxembourg,0.0000,0.0000,0.01,-0.10
Bolivia,Bermuda,0.0000,0.0000,0.01,0.01
Bolivia,Faeroe Islands,0.0000,0.0000,0.01,0.01
Bolivia,Jordan,0.0000,0.0000,0.01,-0.05
Bolivia,St. Kitts and Nevis,0.0000,0.0000,0.00,0.00
Bolivia,Romania,0.0000,0.0000,0.00,-0.07
Bolivia,Malta,0.0000,0.0000,0.00,-0.01
Bolivia,Estonia,0.0000,0.0000,0.00,-0.01
Bolivia,"Egypt, Arab Rep.",0.0000,0.0000,0.00,-0.08
Bolivia,Afghanistan,0.0000,0.0000,0.00,0.00
Djibouti,WORLD,0.0337,0.0300,62.14,55.41
Djibouti,France,0.0181,0.0181,33.34,33.34
Djibouti,Ethiopia,0.0056,0.0021,10.35,3.95
Djibouti,Libya,0.0028,0.0028,5.25,5.25
Djibouti,Canada,0.0017,0.0017,3.10,3.10
Djibouti,Kenya,0.0012,0.0012,2.17,2.17
Djibouti,"Egypt, Arab Rep.",0.0011,0.0011,2.02,2.02
Djibouti,Sweden,0.0008,0.0008,1.47,1.47
Djibouti,Algeria,0.0006,0.0006,1.17,1.17
Djibouti,Australia,0.0004,0.0004,0.74,0.74
Djibouti,Switzerland,0.0003,0.0003,0.61,0.61
Djibouti,Netherlands,0.0003,0.0003,0.56,0.56
Djibouti,Italy,0.0003,0.0003,0.52,0.52
Djibouti,Norway,0.0002,0.0002,0.31,0.31
Djibouti,United States,0.0001,0.0001,0.14,0.14
Djibouti,Denmark,0.0001,0.0001,0.12,0.12
Djibouti,Czech Republic,0.0000,0.0000,0.05,0.05
Djibouti,Finland,0.0000,0.0000,0.04,0.04
Djibouti,Russian Federation,0.0000,0.0000,0.04,0.04
Djibouti,Austria,0.0000,0.0000,0.04,0.04
Djibouti,Cyprus,0.0000,0.0000,0.02,0.02
Djibouti,Jordan,0.0000,0.0000,0.02,0.02
Djibouti,Ireland,0.0000,0.0000,0.02,0.02
Djibouti,Bulgaria,0.0000,0.0000,0.01,0.01
Djibouti,Iceland,0.0000,0.0000,0.01,0.01
Djibouti,Mexico,0.0000,0.0000,0.00,0.00
Djibouti,Colombia,0.0000,0.0000,0.00,0.00
Djibouti,Peru,0.0000,0.0000,0.00,0.00
Hungary,WORLD,0.0336,0.0258,4692.23,3599.11
Hungary,Germany,0.0071,0.0062,997.35,860.36
Hungary,United States,0.0050,0.0049,698.70,682.13
Hungary,Canada,0.0031,0.0031,436.08,433.86
Hungary,United Kingdom,0.0030,0.0030,418.29,413.40
Hungary,Austria,0.0027,0.0024,383.53,335.08
Hungary,Australia,0.0014,0.0014,200.09,196.04
Hungary,Switzerland,0.0011,0.0010,147.58,138.36
Hungary,Sweden,0.0009,0.0009,132.73,119.52
Hungary,Slovak Republic,0.0009,0.0003,130.99,48.26
Hungary,Russian Federation,0.0009,0.0009,126.11,122.52
Hungary,Israel,0.0007,0.0007,102.62,97.82
Hungary,Italy,0.0007,0.0006,98.51,85.63
Hungary,Netherlands,0.0007,0.0006,90.92,86.79
Hungary,France,0.0006,0.0002,87.38,34.15
Hungary,Ukraine,0.0006,0.0003,86.87,42.40
Hungary,Spain,0.0005,0.0004,73.53,62.41
Hungary,Ireland,0.0005,0.0005,69.41,68.73
Hungary,Romania,0.0004,-0.0019,58.84,-261.65
Hungary,Belgium,0.0003,0.0001,48.59,14.70
Hungary,Czech Republic,0.0003,0.0002,38.23,26.54
Hungary,Denmark,0.0002,0.0002,32.19,30.20
Hungary,Norway,0.0002,0.0002,30.50,26.71
Hungary,Serbia,0.0002,-0.0003,27.88,-41.83
Hungary,Croatia,0.0001,0.0001,20.54,14.19
Hungary,Finland,0.0001,0.0001,16.76,14.80
Hungary,Brazil,0.0001,0.0001,11.95,11.16
Hungary,Poland,0.0001,0.0000,11.22,3.98
Hungary,New Zealand,0.0001,0.0001,11.06,10.98
Hungary,Luxembourg,0.0001,0.0000,8.59,4.65
Hungary,Argentina,0.0001,0.0001,7.28,7.04
Hungary,Greece,0.0001,0.0000,7.27,6.84
Hungary,"Venezuela, RB",0.0000,0.0000,6.46,6.37
Hungary,Turkey,0.0000,0.0000,5.96,5.23
Hungary,Slovenia,0.0000,0.0000,5.58,4.54
Hungary,Albania,0.0000,0.0000,5.44,5.22
Hungary,Uzbekistan,0.0000,0.0000,4.79,4.79
Hungary,Jordan,0.0000,0.0000,3.95,1.84
Hungary,Mexico,0.0000,0.0000,3.28,2.32
Hungary,Portugal,0.0000,0.0000,3.26,2.45
Hungary,Cyprus,0.0000,0.0000,3.22,2.57
Hungary,Chile,0.0000,0.0000,3.17,3.14
Hungary,China,0.0000,-0.0005,2.94,-69.79
Hungary,Bulgaria,0.0000,0.0000,2.74,-0.75
Hungary,Libya,0.0000,0.0000,2.57,2.57
Hungary,Belarus,0.0000,0.0000,2.53,2.34
Hungary,Ecuador,0.0000,0.0000,2.44,2.17
Hungary,Philippines,0.0000,0.0000,1.90,0.62
Hungary,Latvia,0.0000,0.0000,1.85,1.39
Hungary,Montenegro,0.0000,0.0000,1.84,1.78
Hungary,Iceland,0.0000,0.0000,1.54,0.89
Hungary,Lebanon,0.0000,0.0000,1.46,-1.93
Hungary,Kenya,0.0000,0.0000,1.35,0.98
Hungary,Moldova,0.0000,0.0000,1.24,0.78
Hungary,"Egypt, Arab Rep.",0.0000,0.0000,1.08,-3.32
Hungary,Colombia,0.0000,0.0000,1.06,0.59
Hungary,Azerbaijan,0.0000,0.0000,1.06,0.92
Hungary,Lithuania,0.0000,0.0000,1.05,0.71
Hungary,Uruguay,0.0000,0.0000,0.94,0.91
Hungary,Bosnia and Herzegovina,0.0000,0.0000,0.73,0.25
Hungary,Estonia,0.0000,0.0000,0.71,0.32
Hungary,"Macedonia, FYR",0.0000,0.0000,0.62,0.54
Hungary,Peru,0.0000,0.0000,0.60,0.12
Hungary,Cuba,0.0000,0.0000,0.56,0.56
Hungary,Dominican Republic,0.0000,0.0000,0.54,0.38
Hungary,Panama,0.0000,0.0000,0.39,0.30
Hungary,Costa Rica,0.0000,0.0000,0.35,0.20
Hungary,Malta,0.0000,0.0000,0.30,0.22
Hungary,Liechtenstein,0.0000,0.0000,0.26,0.26
Hungary,Bolivia,0.0000,0.0000,0.18,0.08
Hungary,Monaco,0.0000,0.0000,0.13,0.13
Hungary,Puerto Rico,0.0000,0.0000,0.12,0.12
Hungary,Bermuda,0.0000,0.0000,0.12,-0.12
Hungary,Mongolia,0.0000,0.0000,0.09,-4.77
Hungary,"Bahamas, The",0.0000,0.0000,0.08,0.08
Hungary,Faeroe Islands,0.0000,0.0000,0.07,0.07
Hungary,Nicaragua,0.0000,0.0000,0.06,0.01
Hungary,Seychelles,0.0000,0.0000,0.02,0.02
Hungary,San Marino,0.0000,0.0000,0.02,0.02
Hungary,Aruba,0.0000,0.0000,0.02,0.02
Hungary,Vanuatu,0.0000,0.0000,0.01,0.01
Hungary,El Salvador,0.0000,0.0000,0.01,-0.03
Hungary,Afghanistan,0.0000,0.0000,0.00,-0.07
Timor-Leste,WORLD,0.0288,0.0199,85.17,58.89
Timor-Leste,Indonesia,0.0149,0.0114,44.04,33.72
Timor-Leste,Australia,0.0118,0.0111,34.87,32.67
Timor-Leste,Portugal,0.0016,0.0014,4.86,4.10
Timor-Leste,Vietnam,0.0002,0.0000,0.61,-0.14
Timor-Leste,Philippines,0.0001,-0.0010,0.31,-2.84
Timor-Leste,Brazil,0.0000,-0.0001,0.12,-0.15
Timor-Leste,Italy,0.0000,0.0000,0.08,0.08
Timor-Leste,Kenya,0.0000,0.0000,0.07,0.07
